RefSeq	Chr	Strand	Start	End	Symbol
GRMZM2G136400_T01	8	+	173112420	173119396	GRMZM2G136400
GRMZM2G136410_T01	8	+	173105821	173109272	GRMZM2G136410
GRMZM2G136412_T01	2	-	64298724	64301239	GRMZM2G136412
GRMZM2G136426_T01	1	-	220126503	220127675	GRMZM2G136426
GRMZM2G136439_T01	1	+	220147959	220150971	GRMZM2G136439
GRMZM2G136443_T01	1	-	200655132	200664592	GRMZM2G136443
GRMZM2G136453_T01	1	-	195364023	195371310	GRMZM2G136453
GRMZM2G136455_T01	6	+	42888427	42903047	GRMZM2G136455
GRMZM2G136465_T01	5	-	202472331	202476935	GRMZM2G136465
GRMZM2G136469_T01	2	-	23942976	23943530	GRMZM2G136469
GRMZM2G136486_T01	2	+	23939510	23942039	GRMZM2G136486
GRMZM2G136494_T01	10	-	148529898	148531915	GRMZM2G136494
GRMZM2G136495_T01	9	+	121838114	121841737	GRMZM2G136495
GRMZM2G136508_T01	10	+	117641422	117645509	GRMZM2G136508
GRMZM2G136513_T01	1	-	35137153	35141520	GRMZM2G136513
GRMZM2G136522_T01	7	+	170896340	170901308	GRMZM2G136522
GRMZM2G136523_T01	1	+	194598016	194600110	GRMZM2G136523
GRMZM2G136525_T01	10	+	148535421	148536889	GRMZM2G136525
GRMZM2G136534_T01	1	-	194603536	194606676	GRMZM2G136534
GRMZM2G136538_T01	9	-	121844217	121848798	GRMZM2G136538
GRMZM2G136544_T01	10	+	117636825	117641323	GRMZM2G136544
GRMZM2G136559_T01	9	-	93426567	93429048	GRMZM2G136559
GRMZM2G136563_T01	10	+	17935355	17938617	GRMZM2G136563
GRMZM2G136567_T01	8	+	104843343	104845680	GRMZM2G136567
GRMZM2G136571_T01	6	+	65459328	65460986	GRMZM2G136571
GRMZM2G136578_T01	7	+	170877666	170882276	GRMZM2G136578
GRMZM2G136580_T01	7	+	170874749	170877109	GRMZM2G136580
GRMZM2G136599_T01	5	+	88643463	88645956	GRMZM2G136599
GRMZM2G136624_T02	2	-	63353804	63416187	GRMZM2G136624
GRMZM2G136635_T01	3	-	146756762	146757488	GRMZM2G136635
GRMZM2G136662_T01	6	-	8112887	8136947	GRMZM2G136662
GRMZM2G136663_T01	7	+	100291727	100293586	GRMZM2G136663
GRMZM2G136665_T01	3	+	191353780	191364146	GRMZM2G136665
GRMZM2G136680_T01	6	-	8138451	8143978	GRMZM2G136680
GRMZM2G136687_T02	3	-	146748771	146749524	GRMZM2G136687
GRMZM2G136700_T01	6	-	8144595	8148909	GRMZM2G136700
GRMZM2G136710_T01	3	-	191388233	191391377	GRMZM2G136710
GRMZM2G136712_T01	7	-	80189427	80201455	GRMZM2G136712
GRMZM2G136734_T01	7	-	125556055	125559865	GRMZM2G136734
GRMZM2G136750_T01	6	+	121566908	121567683	GRMZM2G136750
GRMZM2G136752_T01	7	-	125577851	125579024	GRMZM2G136752
GRMZM2G136765_T01	8	+	138091097	138097133	GRMZM2G136765
GRMZM2G136769_T01	1	-	84929716	84934474	GRMZM2G136769
GRMZM2G136771_T01	4	+	211056887	211057563	GRMZM2G136771
GRMZM2G136794_T01	7	-	171710178	171719945	GRMZM2G136794
GRMZM2G136800_T01	6	+	121553697	121559536	GRMZM2G136800
GRMZM2G136803_T01	7	+	171740500	171744719	GRMZM2G136803
GRMZM2G136828_T01	8	-	139901629	139904973	GRMZM2G136828
GRMZM2G136830_T01	3	+	153297084	153301920	GRMZM2G136830
GRMZM2G136831_T01	9	+	3310245	3313061	GRMZM2G136831
GRMZM2G136838_T01	9	+	26591336	26597907	GRMZM2G136838
GRMZM2G136854_T01	5	+	1236003	1243887	GRMZM2G136854
GRMZM2G136857_T01	6	+	44984303	44985947	GRMZM2G136857
GRMZM2G136859_T01	1	-	4439060	4441061	GRMZM2G136859
GRMZM2G136872_T01	7	+	164120226	164125274	GRMZM2G136872
GRMZM2G136879_T01	5	+	62114580	62115266	GRMZM2G136879
GRMZM2G136884_T01	7	+	164117974	164119991	GRMZM2G136884
GRMZM2G136887_T02	8	+	139912881	139920531	GRMZM2G136887
GRMZM2G136889_T01	5	-	15819399	15824374	GRMZM2G136889
GRMZM2G136895_T01	10	-	144110218	144115996	GRMZM2G136895
GRMZM2G136901_T02	5	-	38868999	38881548	GRMZM2G136901
GRMZM2G136910_T01	10	-	8852552	8853933	GRMZM2G136910
GRMZM2G136918_T01	7	+	164109369	164115548	GRMZM2G136918
GRMZM2G136926_T01	6	-	44992671	44995792	GRMZM2G136926
GRMZM2G136960_T01	10	+	144108827	144109924	GRMZM2G136960
GRMZM2G136964_T01	10	+	144105531	144106485	GRMZM2G136964
GRMZM2G136970_T01	10	+	144101993	144102794	GRMZM2G136970
GRMZM2G136971_T01	7	-	164107958	164108699	GRMZM2G136971
GRMZM2G136975_T01	2	+	30250150	30254716	GRMZM2G136975
GRMZM2G136977_T01	3	-	10013603	10014218	GRMZM2G136977
GRMZM2G136996_T01	4	+	167199583	167213585	GRMZM2G136996
GRMZM2G136998_T01	5	+	147680113	147686054	GRMZM2G136998
GRMZM2G137002_T01	2	+	77873979	77874481	GRMZM2G137002
GRMZM2G137009_T01	10	-	141257885	141261134	GRMZM2G137009
GRMZM2G137029_T01	4	+	155404440	155409780	GRMZM2G137029
GRMZM2G137037_T01	3	+	64617230	64618409	GRMZM2G137037
GRMZM2G137046_T01	5	+	112670142	112675317	GRMZM2G137046
GRMZM2G137064_T01	7	-	171669648	171673792	GRMZM2G137064
GRMZM2G137077_T01	7	-	132852821	132854928	GRMZM2G137077
GRMZM2G137083_T01	6	-	56226856	56228221	GRMZM2G137083
GRMZM2G137108_T01	6	-	113136257	113140405	GRMZM2G137108
GRMZM2G137118_T01	6	+	149354329	149360801	GRMZM2G137118
GRMZM2G137120_T01	3	-	167092558	167095189	GRMZM2G137120
GRMZM2G137139_T01	7	-	132850462	132851213	GRMZM2G137139
GRMZM2G137145_T01	4	-	209735927	209741638	GRMZM2G137145
GRMZM2G137151_T01	6	-	146570760	146575010	GRMZM2G137151
GRMZM2G137161_T01	2	-	42628939	42631697	GRMZM2G137161
GRMZM2G137168_T01	4	+	209721604	209723014	GRMZM2G137168
GRMZM2G137174_T01	3	-	167116054	167118128	GRMZM2G137174
GRMZM2G137176_T01	4	+	209717812	209719115	GRMZM2G137176
GRMZM2G137211_T01	7	-	132837982	132843167	GRMZM2G137211
GRMZM2G137215_T01	6	+	90569963	90571026	GRMZM2G137215
GRMZM2G137233_T01	7	-	132768513	132769136	GRMZM2G137233
GRMZM2G137236_T01	1	+	3002517	3020918	GRMZM2G137236
GRMZM2G137286_T01	8	+	82646983	82651359	GRMZM2G137286
GRMZM2G137289_T01	3	-	127959456	127959975	GRMZM2G137289
GRMZM2G137293_T01	1	-	162552720	162556402	GRMZM2G137293
GRMZM2G137308_T01	1	-	259425774	259430782	GRMZM2G137308
GRMZM2G137312_T01	1	-	6540563	6544389	GRMZM2G137312
GRMZM2G137321_T01	1	+	289403847	289405743	GRMZM2G137321
GRMZM2G137326_T01	6	+	146548492	146549175	GRMZM2G137326
GRMZM2G137329_T01	1	-	2993010	2993734	GRMZM2G137329
GRMZM2G137338_T01	1	-	289407543	289415348	GRMZM2G137338
GRMZM2G137341_T01	5	+	195885969	195887098	GRMZM2G137341
GRMZM2G137348_T01	8	+	82567233	82581107	GRMZM2G137348
GRMZM2G137352_T01	1	+	2949521	2951161	GRMZM2G137352
GRMZM2G137358_T01	1	-	289415532	289418791	GRMZM2G137358
GRMZM2G137366_T01	1	+	2930054	2935014	GRMZM2G137366
GRMZM2G137367_T01	1	+	6550505	6561486	GRMZM2G137367
GRMZM2G137374_T01	1	-	6562586	6564261	GRMZM2G137374
GRMZM2G137375_T01	5	-	182189327	182192119	GRMZM2G137375
GRMZM2G137380_T01	1	-	6567358	6573560	GRMZM2G137380
GRMZM2G137387_T01	5	+	217863476	217870145	GRMZM2G137387
GRMZM2G137395_T01	2	+	154960519	154964223	GRMZM2G137395
GRMZM2G137399_T01	5	-	182184504	182186196	GRMZM2G137399
GRMZM2G137403_T01	5	+	66955297	66957905	GRMZM2G137403
GRMZM2G137407_T01	10	-	12718295	12720227	GRMZM2G137407
GRMZM2G137409_T01	5	-	182174563	182181190	GRMZM2G137409
GRMZM2G137413_T01	4	+	118717708	118723692	GRMZM2G137413
GRMZM2G137421_T01	6	-	103766056	103773502	GRMZM2G137421
GRMZM2G137426_T01	5	+	182136135	182142829	GRMZM2G137426
GRMZM2G137435_T01	5	+	65793812	65797652	GRMZM2G137435
GRMZM2G137440_T01	6	+	67418895	67421223	GRMZM2G137440
GRMZM2G137451_T01	10	-	111015777	111020087	GRMZM2G137451
GRMZM2G137468_T01	5	-	164921858	164928081	GRMZM2G137468
GRMZM2G137469_T01	1	+	294460330	294465113	GRMZM2G137469
GRMZM2G137477_T01	2	+	189008099	189011840	GRMZM2G137477
GRMZM2G137479_T01	6	+	102361662	102368309	GRMZM2G137479
GRMZM2G137493_T01	2	-	230617270	230618976	GRMZM2G137493
GRMZM2G137495_T01	5	-	158650055	158663446	GRMZM2G137495
GRMZM2G137498_T01	6	+	142535119	142538542	GRMZM2G137498
GRMZM2G137502_T01	1	+	72625012	72627421	GRMZM2G137502
GRMZM2G137507_T01	5	+	99874750	99876009	GRMZM2G137507
GRMZM2G137510_T02	10	+	17785900	17791457	GRMZM2G137510
GRMZM2G137518_T01	1	-	294466380	294468387	GRMZM2G137518
GRMZM2G137525_T01	2	-	230588333	230589200	GRMZM2G137525
GRMZM2G137528_T01	5	+	158644445	158649135	GRMZM2G137528
GRMZM2G137532_T01	2	-	189016698	189017193	GRMZM2G137532
GRMZM2G137535_T01	6	-	142501767	142506498	GRMZM2G137535
GRMZM2G137541_T01	2	+	189054252	189057549	GRMZM2G137541
GRMZM2G137546_T01	2	+	220671351	220673700	GRMZM2G137546
GRMZM2G137550_T02	2	-	169781373	169782867	GRMZM2G137550
GRMZM2G137551_T01	2	+	189062668	189063676	GRMZM2G137551
GRMZM2G137558_T01	2	-	189065185	189067882	GRMZM2G137558
GRMZM2G137561_T01	1	+	81434094	81440813	GRMZM2G137561
GRMZM2G137566_T01	2	+	1728083	1730141	GRMZM2G137566
GRMZM2G137569_T01	6	+	102384547	102390968	GRMZM2G137569
GRMZM2G137574_T01	2	+	1722659	1727429	GRMZM2G137574
GRMZM2G137575_T01	2	-	172912982	172913686	GRMZM2G137575
GRMZM2G137582_T01	6	-	102392989	102395999	GRMZM2G137582
GRMZM2G137584_T01	6	-	111810744	111811423	GRMZM2G137584
GRMZM2G137593_T01	6	+	111839864	111851295	GRMZM2G137593
GRMZM2G137596_T01	2	+	1711497	1717262	GRMZM2G137596
GRMZM2G137648_T01	1	-	371974	375908	GRMZM2G137648
GRMZM2G137673_T02	4	-	161530373	161531976	GRMZM2G137673
GRMZM2G137676_T01	7	-	120006863	120009317	GRMZM2G137676
GRMZM2G137690_T01	9	+	34444256	34446105	GRMZM2G137690
GRMZM2G137694_T01	5	+	33802759	33806761	GRMZM2G137694
GRMZM2G137696_T02	4	+	161464614	161472922	GRMZM2G137696
GRMZM2G137697_T01	1	+	372537	374866	GRMZM2G137697
GRMZM2G137704_T01	6	+	135500971	135507945	GRMZM2G137704
GRMZM2G137707_T01	2	-	216005127	216012765	GRMZM2G137707
GRMZM2G137710_T02	4	-	188384360	188388617	GRMZM2G137710
GRMZM2G137713_T01	2	-	215959386	215965889	GRMZM2G137713
GRMZM2G137715_T03	10	-	51010483	51019069	GRMZM2G137715
GRMZM2G137724_T01	2	+	215955815	215959331	GRMZM2G137724
GRMZM2G137736_T01	10	+	101231729	101232696	GRMZM2G137736
GRMZM2G137751_T01	2	+	30021406	30023024	GRMZM2G137751
GRMZM2G137755_T01	1	-	184981230	184983580	GRMZM2G137755
GRMZM2G137775_T01	4	+	71881416	71882070	GRMZM2G137775
GRMZM2G137779_T01	9	+	152517104	152519592	GRMZM2G137779
GRMZM2G137786_T01	1	-	159968116	160031617	GRMZM2G137786
GRMZM2G137788_T01	1	-	268802185	268806287	GRMZM2G137788
GRMZM2G137802_T01	8	-	135574147	135576504	GRMZM2G137802
GRMZM2G137816_T01	9	-	125216178	125218290	GRMZM2G137816
GRMZM2G137820_T02	6	+	128845961	128852600	GRMZM2G137820
GRMZM2G137829_T01	5	+	5777679	5778140	GRMZM2G137829
GRMZM2G137839_T01	1	+	43682817	43686019	GRMZM2G137839
GRMZM2G137847_T03	5	+	5778691	5782409	GRMZM2G137847
GRMZM2G137849_T01	6	-	128821287	128825266	GRMZM2G137849
GRMZM2G137861_T01	1	-	184945147	184949265	GRMZM2G137861
GRMZM2G137864_T01	2	+	207242498	207243083	GRMZM2G137864
GRMZM2G137868_T01	1	+	184941357	184944047	GRMZM2G137868
GRMZM2G137869_T01	9	+	125223240	125224349	GRMZM2G137869
GRMZM2G137875_T01	5	+	5787788	5788061	GRMZM2G137875
GRMZM2G137883_T01	2	+	107109419	107110250	GRMZM2G137883
GRMZM2G137891_T01	1	-	272340322	272342968	GRMZM2G137891
GRMZM2G137894_T02	6	+	1233542	1235285	GRMZM2G137894
GRMZM2G137920_T01	10	+	127924423	127929918	GRMZM2G137920
GRMZM2G137921_T01	10	-	127922669	127923609	GRMZM2G137921
GRMZM2G137923_T01	10	-	127921189	127921646	GRMZM2G137923
GRMZM2G137930_T01	6	+	35680635	35684873	GRMZM2G137930
GRMZM2G137942_T01	3	+	187780816	187786586	GRMZM2G137942
GRMZM2G137944_T01	2	+	199455942	199461416	GRMZM2G137944
GRMZM2G137954_T01	5	+	127500982	127504476	GRMZM2G137954
GRMZM2G137959_T01	7	+	12591108	12591978	GRMZM2G137959
GRMZM2G137961_T01	3	+	224625938	224628844	GRMZM2G137961
GRMZM2G137964_T02	2	+	75885968	75888330	GRMZM2G137964
GRMZM2G137965_T01	3	-	204143322	204150370	GRMZM2G137965
GRMZM2G137968_T03	1	+	299489369	299498115	GRMZM2G137968
GRMZM2G137971_T02	7	-	86760723	86772751	GRMZM2G137971
GRMZM2G137974_T01	3	+	113667639	113669721	GRMZM2G137974
GRMZM2G137980_T01	7	-	31534237	31535223	GRMZM2G137980
GRMZM2G137984_T01	2	-	106389618	106414187	GRMZM2G137984
GRMZM2G137985_T01	9	+	148149503	148154713	GRMZM2G137985
GRMZM2G138003_T01	3	+	138121366	138123235	GRMZM2G138003
GRMZM2G138008_T01	7	+	164026277	164028417	GRMZM2G138008
GRMZM2G138012_T01	7	+	86756202	86758459	GRMZM2G138012
GRMZM2G138029_T01	8	+	43854003	43855011	GRMZM2G138029
GRMZM2G138053_T01	1	-	299487177	299489305	GRMZM2G138053
GRMZM2G138060_T01	4	+	41396389	41405179	GRMZM2G138060
GRMZM2G138067_T01	6	+	158101985	158103004	GRMZM2G138067
GRMZM2G138074_T01	3	+	187768901	187771862	GRMZM2G138074
GRMZM2G138076_T01	6	-	158104832	158109972	GRMZM2G138076
GRMZM2G138077_T01	3	-	129074218	129076477	GRMZM2G138077
GRMZM2G138097_T01	3	+	39741905	39749945	GRMZM2G138097
GRMZM2G138103_T01	1	-	34974211	34975305	GRMZM2G138103
GRMZM2G138125_T01	2	+	27115283	27124589	GRMZM2G138125
GRMZM2G138128_T01	7	-	176190977	176193311	GRMZM2G138128
GRMZM2G138131_T01	4	-	200542964	200546798	GRMZM2G138131
GRMZM2G138152_T02	3	-	200364161	200384772	GRMZM2G138152
GRMZM2G138161_T01	3	-	171756647	171760083	GRMZM2G138161
GRMZM2G138176_T01	3	+	171752542	171756334	GRMZM2G138176
GRMZM2G138178_T01	2	-	174739893	174753703	GRMZM2G138178
GRMZM2G138190_T01	2	-	27123735	27125693	GRMZM2G138190
GRMZM2G138198_T01	4	+	41383113	41385873	GRMZM2G138198
GRMZM2G138220_T01	7	+	150579409	150587614	GRMZM2G138220
GRMZM2G138230_T01	7	+	150538438	150548918	GRMZM2G138230
GRMZM2G138245_T01	5	+	22821691	22827128	GRMZM2G138245
GRMZM2G138248_T01	9	-	79214247	79216270	GRMZM2G138248
GRMZM2G138252_T01	10	+	90257373	90259083	GRMZM2G138252
GRMZM2G138255_T01	8	-	8857479	8861217	GRMZM2G138255
GRMZM2G138258_T01	3	-	147436573	147440207	GRMZM2G138258
GRMZM2G138259_T01	4	+	77234780	77235944	GRMZM2G138259
GRMZM2G138265_T01	1	-	291187047	291188460	GRMZM2G138265
GRMZM2G138268_T01	3	-	117785059	117789665	GRMZM2G138268
GRMZM2G138303_T01	2	-	157156054	157159153	GRMZM2G138303
GRMZM2G138330_T01	1	+	291180040	291181471	GRMZM2G138330
GRMZM2G138338_T01	3	-	147442360	147446195	GRMZM2G138338
GRMZM2G138340_T01	1	+	291173936	291177741	GRMZM2G138340
GRMZM2G138342_T01	3	-	147446875	147454406	GRMZM2G138342
GRMZM2G138349_T01	5	-	118709374	118712471	GRMZM2G138349
GRMZM2G138355_T01	10	+	112222384	112225730	GRMZM2G138355
GRMZM2G138358_T01	3	-	6963384	6967490	GRMZM2G138358
GRMZM2G138365_T01	5	+	176595646	176596003	GRMZM2G138365
GRMZM2G138370_T01	9	-	65632687	65633597	GRMZM2G138370
GRMZM2G138382_T01	1	-	295080145	295084217	GRMZM2G138382
GRMZM2G138392_T01	4	+	211039613	211040216	GRMZM2G138392
GRMZM2G138396_T01	2	+	186957471	186958546	GRMZM2G138396
GRMZM2G138398_T01	2	-	66067545	66068291	GRMZM2G138398
GRMZM2G138401_T01	3	-	230428298	230429034	GRMZM2G138401
GRMZM2G138407_T01	4	+	154823748	154826653	GRMZM2G138407
GRMZM2G138410_T01	7	-	88534215	88573378	GRMZM2G138410
GRMZM2G138419_T02	1	+	151744542	151751055	GRMZM2G138419
GRMZM2G138421_T01	5	-	1846095	1853085	GRMZM2G138421
GRMZM2G138423_T01	5	-	147742628	147747062	GRMZM2G138423
GRMZM2G138425_T01	1	+	195516929	195525243	GRMZM2G138425
GRMZM2G138427_T01	4	-	216738471	216740213	GRMZM2G138427
GRMZM2G138429_T02	9	-	113542223	113545322	GRMZM2G138429
GRMZM2G138431_T01	2	+	66118525	66119355	GRMZM2G138431
GRMZM2G138441_T01	3	-	230425127	230425975	GRMZM2G138441
GRMZM2G138450_T01	7	+	1065941	1067495	GRMZM2G138450
GRMZM2G138454_T02	2	+	186915389	186920570	GRMZM2G138454
GRMZM2G138455_T01	1	+	242766582	242768989	GRMZM2G138455
GRMZM2G138468_T01	2	+	186911743	186913606	GRMZM2G138468
GRMZM2G138475_T01	1	+	218407215	218410472	GRMZM2G138475
GRMZM2G138479_T01	4	+	222906312	222907003	GRMZM2G138479
GRMZM2G138494_T01	5	+	1843396	1847142	GRMZM2G138494
GRMZM2G138496_T02	3	+	230409208	230423689	GRMZM2G138496
GRMZM2G138505_T01	5	+	87439112	87448768	GRMZM2G138505
GRMZM2G138511_T01	5	-	1829947	1838934	GRMZM2G138511
GRMZM2G138516_T01	5	-	87448784	87452289	GRMZM2G138516
GRMZM2G138523_T01	5	-	1822196	1829125	GRMZM2G138523
GRMZM2G138526_T01	3	-	144957749	144986801	GRMZM2G138526
GRMZM2G138527_T01	5	+	87452468	87457038	GRMZM2G138527
GRMZM2G138566_T01	4	+	137402073	137407040	GRMZM2G138566
GRMZM2G138572_T01	5	+	18775007	18777939	GRMZM2G138572
GRMZM2G138583_T01	5	-	34806453	34823433	GRMZM2G138583
GRMZM2G138585_T01	6	-	128917791	128919246	GRMZM2G138585
GRMZM2G138587_T01	5	+	138118876	138120731	GRMZM2G138587
GRMZM2G138589_T01	9	-	148882510	148885238	GRMZM2G138589
GRMZM2G138600_T02	1	-	137842019	137843424	GRMZM2G138600
GRMZM2G138624_T01	4	-	133950462	133953167	GRMZM2G138624
GRMZM2G138632_T01	4	-	133953371	133956887	GRMZM2G138632
GRMZM2G138659_T01	10	+	2252056	2259197	GRMZM2G138659
GRMZM2G138666_T01	5	+	1374243	1375969	GRMZM2G138666
GRMZM2G138676_T01	5	+	1357395	1363381	GRMZM2G138676
GRMZM2G138683_T01	4	-	158888696	158893034	GRMZM2G138683
GRMZM2G138686_T01	4	+	158875858	158880194	GRMZM2G138686
GRMZM2G138689_T01	7	+	120206896	120208211	GRMZM2G138689
GRMZM2G138693_T01	7	-	135739750	135740882	GRMZM2G138693
GRMZM2G138698_T01	8	-	171123927	171128225	GRMZM2G138698
GRMZM2G138701_T01	2	+	28252273	28253026	GRMZM2G138701
GRMZM2G138710_T01	1	-	76162746	76164213	GRMZM2G138710
GRMZM2G138727_T01	7	+	120233939	120236057	GRMZM2G138727
GRMZM2G138731_T01	2	+	35060251	35063456	GRMZM2G138731
GRMZM2G138744_T01	5	+	28456543	28460048	GRMZM2G138744
GRMZM2G138750_T01	3	+	11218170	11221842	GRMZM2G138750
GRMZM2G138756_T02	8	-	171131224	171136471	GRMZM2G138756
GRMZM2G138770_T01	2	-	35101698	35103768	GRMZM2G138770
GRMZM2G138771_T01	9	+	2619492	2620930	GRMZM2G138771
GRMZM2G138774_T01	2	-	112713712	112715376	GRMZM2G138774
GRMZM2G138782_T01	2	+	6821961	6854425	GRMZM2G138782
GRMZM2G138800_T01	3	-	190379869	190383499	GRMZM2G138800
GRMZM2G138802_T01	3	-	190385053	190387922	GRMZM2G138802
GRMZM2G138809_T01	4	+	35381188	35382246	GRMZM2G138809
GRMZM2G138814_T01	1	+	52072965	52083007	GRMZM2G138814
GRMZM2G138817_T01	8	-	118793451	118797100	GRMZM2G138817
GRMZM2G138829_T02	10	-	39249720	39251581	GRMZM2G138829
GRMZM2G138840_T01	8	+	118754251	118764213	GRMZM2G138840
GRMZM2G138842_T01	6	-	111196723	111206583	GRMZM2G138842
GRMZM2G138844_T01	8	+	118751210	118752530	GRMZM2G138844
GRMZM2G138861_T03	1	+	280356770	280364881	GRMZM2G138861
GRMZM2G138870_T01	10	+	147763655	147764869	GRMZM2G138870
GRMZM2G138881_T01	4	+	216777925	216782064	GRMZM2G138881
GRMZM2G138886_T01	2	+	18100583	18104322	GRMZM2G138886
GRMZM2G138888_T01	3	+	177586196	177595719	GRMZM2G138888
GRMZM2G138896_T01	4	+	216902895	216905024	GRMZM2G138896
GRMZM2G138907_T01	4	+	9763230	9767123	GRMZM2G138907
GRMZM2G138920_T01	10	+	147759016	147762518	GRMZM2G138920
GRMZM2G138936_T02	4	+	184091588	184094442	GRMZM2G138936
GRMZM2G138937_T01	10	-	113321716	113323597	GRMZM2G138937
GRMZM2G138943_T01	7	-	21340425	21342399	GRMZM2G138943
GRMZM2G138949_T01	4	-	184081832	184083155	GRMZM2G138949
GRMZM2G138964_T01	4	-	210707555	210711934	GRMZM2G138964
GRMZM2G138967_T01	8	+	155999787	156001204	GRMZM2G138967
GRMZM2G138976_T01	7	-	120237786	120284629	GRMZM2G138976
GRMZM2G138985_T01	9	+	123853751	123854360	GRMZM2G138985
GRMZM2G138987_T01	9	+	123855326	123859064	GRMZM2G138987
GRMZM2G138995_T01	8	+	156012382	156016375	GRMZM2G138995
GRMZM2G138997_T01	10	+	70068173	70072497	GRMZM2G138997
GRMZM2G138999_T01	8	-	153155899	153156831	GRMZM2G138999
GRMZM2G139018_T01	8	-	156018431	156031804	GRMZM2G139018
GRMZM2G139022_T02	2	-	35814509	35816431	GRMZM2G139022
GRMZM2G139024_T01	5	+	32444643	32482308	GRMZM2G139024
GRMZM2G139028_T01	5	+	32431878	32442146	GRMZM2G139028
GRMZM2G139029_T01	6	+	110981908	110984521	GRMZM2G139029
GRMZM2G139031_T01	5	-	172334154	172337856	GRMZM2G139031
GRMZM2G139035_T01	5	-	172331525	172333862	GRMZM2G139035
GRMZM2G139038_T01	2	-	35820755	35825527	GRMZM2G139038
GRMZM2G139041_T01	1	+	295097496	295100438	GRMZM2G139041
GRMZM2G139066_T01	5	-	31041927	31046303	GRMZM2G139066
GRMZM2G139073_T01	6	+	84949623	84954298	GRMZM2G139073
GRMZM2G139082_T01	9	+	107641597	107645415	GRMZM2G139082
GRMZM2G139085_T01	10	-	23003404	23005716	GRMZM2G139085
GRMZM2G139093_T02	8	-	172501623	172504737	GRMZM2G139093
GRMZM2G139123_T01	1	+	295100634	295101482	GRMZM2G139123
GRMZM2G139141_T01	8	-	171367338	171369045	GRMZM2G139141
GRMZM2G139144_T01	2	+	59560726	59564652	GRMZM2G139144
GRMZM2G139157_T01	10	+	84614499	84621081	GRMZM2G139157
GRMZM2G139160_T01	8	+	171358269	171363973	GRMZM2G139160
GRMZM2G139174_T01	6	-	166438507	166439034	GRMZM2G139174
GRMZM2G139175_T01	8	-	171343811	171354104	GRMZM2G139175
GRMZM2G139183_T01	10	-	22969560	22970012	GRMZM2G139183
GRMZM2G139193_T01	8	-	171335233	171336501	GRMZM2G139193
GRMZM2G139198_T01	8	+	171330224	171332367	GRMZM2G139198
GRMZM2G139199_T01	6	+	166458468	166459575	GRMZM2G139199
GRMZM2G139210_T01	7	-	144165639	144170295	GRMZM2G139210
GRMZM2G139211_T01	6	+	166471776	166474216	GRMZM2G139211
GRMZM2G139213_T01	6	+	166474644	166475774	GRMZM2G139213
GRMZM2G139223_T01	8	-	171327197	171329310	GRMZM2G139223
GRMZM2G139233_T01	2	+	98632953	98634311	GRMZM2G139233
GRMZM2G139250_T01	1	-	292594032	292598813	GRMZM2G139250
GRMZM2G139256_T01	2	+	235744428	235746083	GRMZM2G139256
GRMZM2G139284_T01	2	-	213409016	213410688	GRMZM2G139284
GRMZM2G139293_T01	4	+	177375524	177376243	GRMZM2G139293
GRMZM2G139296_T01	8	+	171315171	171321641	GRMZM2G139296
GRMZM2G139300_T01	5	+	169497596	169502089	GRMZM2G139300
GRMZM2G139324_T01	1	+	160873442	160874934	GRMZM2G139324
GRMZM2G139328_T01	1	+	160833203	160835539	GRMZM2G139328
GRMZM2G139329_T01	3	-	188143632	188162672	GRMZM2G139329
GRMZM2G139341_T01	4	+	238485503	238492301	GRMZM2G139341
GRMZM2G139349_T01	8	-	171314302	171316432	GRMZM2G139349
GRMZM2G139355_T01	1	-	212549321	212550974	GRMZM2G139355
GRMZM2G139360_T01	1	+	212531823	212536569	GRMZM2G139360
GRMZM2G139369_T01	8	-	15433454	15438699	GRMZM2G139369
GRMZM2G139372_T02	4	-	238494873	238498244	GRMZM2G139372
GRMZM2G139374_T01	8	+	171307903	171313546	GRMZM2G139374
GRMZM2G139391_T01	1	+	144572189	144573030	GRMZM2G139391
GRMZM2G139396_T01	8	+	171303512	171304985	GRMZM2G139396
GRMZM2G139406_T01	9	-	46960127	46960861	GRMZM2G139406
GRMZM2G139407_T02	10	+	106446221	106451237	GRMZM2G139407
GRMZM2G139412_T02	5	-	151873312	151876064	GRMZM2G139412
GRMZM2G139419_T01	10	-	118167727	118179258	GRMZM2G139419
GRMZM2G139431_T01	4	+	45509938	45510621	GRMZM2G139431
GRMZM2G139434_T01	8	+	127414189	127422699	GRMZM2G139434
GRMZM2G139441_T01	4	-	12832842	12837610	GRMZM2G139441
GRMZM2G139458_T01	2	-	20816235	20817214	GRMZM2G139458
GRMZM2G139460_T01	8	+	171297745	171298420	GRMZM2G139460
GRMZM2G139462_T04	3	-	145931251	145934944	GRMZM2G139462
GRMZM2G139463_T01	2	+	20819674	20830002	GRMZM2G139463
GRMZM2G139467_T01	2	+	234927958	234929946	GRMZM2G139467
GRMZM2G139472_T01	3	+	100817510	100821080	GRMZM2G139472
GRMZM2G139478_T01	4	-	45523252	45531149	GRMZM2G139478
GRMZM2G139512_T01	10	-	106451589	106454287	GRMZM2G139512
GRMZM2G139513_T01	4	+	45569241	45569997	GRMZM2G139513
GRMZM2G139517_T01	4	+	45593581	45594302	GRMZM2G139517
GRMZM2G139522_T01	7	-	125871578	125875540	GRMZM2G139522
GRMZM2G139533_T01	4	-	12791790	12797416	GRMZM2G139533
