RefSeq	Chr	Strand	Start	End	Symbol
Zm00001d021912_T001	7	-	165799212	165801564	Zm00001d021912
Zm00001d021913_T001	7	-	165808703	165811310	Zm00001d021913
Zm00001d021914_T004	7	+	165811896	165821813	Zm00001d021914
Zm00001d021915_T001	7	+	165861838	165868769	Zm00001d021915
Zm00001d021916_T001	7	-	165869045	165870446	Zm00001d021916
Zm00001d021918_T001	7	-	165875133	165876315	Zm00001d021918
Zm00001d021920_T001	7	+	165928108	165928953	Zm00001d021920
Zm00001d021922_T002	7	+	165948388	165953020	Zm00001d021922
Zm00001d021923_T001	7	+	165953537	165957465	Zm00001d021923
Zm00001d021924_T001	7	+	165961048	165962395	Zm00001d021924
Zm00001d021926_T001	7	-	165965992	165966718	Zm00001d021926
Zm00001d021927_T001	7	-	165996678	165998338	Zm00001d021927
Zm00001d021929_T001	7	-	166016445	166018185	Zm00001d021929
Zm00001d021930_T001	7	-	166043422	166047307	Zm00001d021930
Zm00001d021931_T001	7	+	166078400	166081777	Zm00001d021931
Zm00001d021932_T001	7	+	166087667	166091092	Zm00001d021932
Zm00001d021933_T001	7	-	166111923	166114275	Zm00001d021933
Zm00001d021934_T001	7	+	166183893	166185410	Zm00001d021934
Zm00001d021935_T001	7	+	166376245	166378812	Zm00001d021935
Zm00001d021936_T001	7	+	166383107	166385301	Zm00001d021936
Zm00001d021938_T001	7	-	166550590	166552978	Zm00001d021938
Zm00001d021940_T002	7	-	166593050	166596042	Zm00001d021940
Zm00001d021942_T001	7	-	166607463	166609263	Zm00001d021942
Zm00001d021943_T001	7	-	166612266	166619169	Zm00001d021943
Zm00001d021945_T003	7	-	166721958	166725312	Zm00001d021945
Zm00001d021946_T001	7	+	166769646	166771323	Zm00001d021946
Zm00001d021947_T002	7	-	166771845	166782537	Zm00001d021947
Zm00001d021948_T001	7	+	166828549	166830651	Zm00001d021948
Zm00001d021949_T002	7	+	166838763	166841455	Zm00001d021949
Zm00001d021950_T003	7	+	166914731	166921674	Zm00001d021950
Zm00001d021951_T001	7	+	166927432	166930144	Zm00001d021951
Zm00001d021952_T001	7	+	166934766	166937736	Zm00001d021952
Zm00001d021954_T002	7	+	167040478	167048024	Zm00001d021954
Zm00001d021955_T002	7	+	167050211	167051776	Zm00001d021955
Zm00001d021956_T002	7	-	167089440	167095239	Zm00001d021956
Zm00001d021957_T001	7	+	167115738	167116722	Zm00001d021957
Zm00001d021958_T006	7	-	167117030	167124236	Zm00001d021958
Zm00001d021959_T001	7	+	167126357	167127384	Zm00001d021959
Zm00001d021960_T001	7	-	167128121	167132046	Zm00001d021960
Zm00001d021961_T001	7	-	167201657	167205003	Zm00001d021961
Zm00001d021962_T001	7	+	167205351	167216520	Zm00001d021962
Zm00001d021963_T001	7	-	167207307	167207883	Zm00001d021963
Zm00001d021964_T001	7	-	167208856	167210578	Zm00001d021964
Zm00001d021965_T001	7	+	167218705	167220496	Zm00001d021965
Zm00001d021966_T003	7	+	167223151	167229985	Zm00001d021966
Zm00001d021967_T001	7	-	167231149	167231701	Zm00001d021967
Zm00001d021968_T001	7	-	167232150	167236033	Zm00001d021968
Zm00001d021970_T001	7	-	167273743	167274810	Zm00001d021970
Zm00001d021971_T001	7	-	167276420	167277730	Zm00001d021971
Zm00001d021972_T002	7	-	167285507	167332898	Zm00001d021972
Zm00001d021973_T001	7	+	167371996	167373775	Zm00001d021973
Zm00001d021974_T002	7	-	167389021	167392907	Zm00001d021974
Zm00001d021976_T001	7	-	167423522	167429150	Zm00001d021976
Zm00001d021977_T001	7	-	167433981	167434281	Zm00001d021977
Zm00001d021978_T001	7	+	167479084	167480899	Zm00001d021978
Zm00001d021979_T002	7	+	167509925	167516752	Zm00001d021979
Zm00001d021980_T001	7	-	167518662	167521071	Zm00001d021980
Zm00001d021981_T001	7	-	167523198	167526217	Zm00001d021981
Zm00001d021982_T001	7	-	167528999	167531402	Zm00001d021982
Zm00001d021984_T001	7	-	167538980	167540197	Zm00001d021984
Zm00001d021985_T001	7	+	167543498	167549627	Zm00001d021985
Zm00001d021986_T001	7	-	167552281	167553310	Zm00001d021986
Zm00001d021987_T001	7	-	167554257	167555194	Zm00001d021987
Zm00001d021988_T001	7	-	167558258	167560016	Zm00001d021988
Zm00001d021990_T001	7	+	167623665	167624325	Zm00001d021990
Zm00001d021991_T001	7	-	167628098	167631130	Zm00001d021991
Zm00001d021992_T001	7	+	167639996	167640656	Zm00001d021992
Zm00001d021993_T001	7	-	167643772	167647454	Zm00001d021993
Zm00001d021994_T001	7	+	167660026	167662921	Zm00001d021994
Zm00001d021995_T001	7	+	167680341	167681551	Zm00001d021995
Zm00001d021997_T001	7	+	167699640	167700040	Zm00001d021997
Zm00001d021998_T001	7	+	167723760	167725131	Zm00001d021998
Zm00001d021999_T002	7	+	167781354	167785408	Zm00001d021999
Zm00001d022000_T007	7	+	167788909	167813313	Zm00001d022000
Zm00001d022001_T001	7	-	167813626	167814484	Zm00001d022001
Zm00001d022002_T001	7	+	167817726	167818323	Zm00001d022002
Zm00001d022003_T001	7	+	167819332	167821720	Zm00001d022003
Zm00001d022005_T001	7	-	167826856	167828773	Zm00001d022005
Zm00001d022006_T001	7	-	167846764	167848830	Zm00001d022006
Zm00001d022009_T001	7	+	167899811	167901076	Zm00001d022009
Zm00001d022010_T001	7	-	167905817	167935328	Zm00001d022010
Zm00001d022016_T001	7	-	168053129	168058705	Zm00001d022016
Zm00001d022017_T001	7	-	168160112	168162604	Zm00001d022017
Zm00001d022020_T001	7	-	168182667	168183120	Zm00001d022020
Zm00001d022021_T001	7	-	168220551	168225689	Zm00001d022021
Zm00001d022022_T001	7	+	168222634	168223171	Zm00001d022022
Zm00001d022023_T001	7	-	168226251	168226512	Zm00001d022023
Zm00001d022024_T001	7	-	168228550	168229865	Zm00001d022024
Zm00001d022025_T001	7	+	168232227	168232728	Zm00001d022025
Zm00001d022026_T001	7	+	168235504	168239964	Zm00001d022026
Zm00001d022027_T001	7	-	168263269	168265912	Zm00001d022027
Zm00001d022028_T003	7	-	168269021	168278683	Zm00001d022028
Zm00001d022031_T002	7	+	168308172	168317920	Zm00001d022031
Zm00001d022032_T001	7	-	168319346	168320506	Zm00001d022032
Zm00001d022033_T001	7	-	168323023	168323588	Zm00001d022033
Zm00001d022034_T001	7	-	168331518	168332583	Zm00001d022034
Zm00001d022035_T001	7	-	168350845	168352356	Zm00001d022035
Zm00001d022036_T001	7	-	168372217	168373468	Zm00001d022036
Zm00001d022037_T001	7	+	168395882	168396878	Zm00001d022037
Zm00001d022038_T005	7	-	168397142	168404758	Zm00001d022038
Zm00001d022040_T002	7	-	168411874	168421767	Zm00001d022040
Zm00001d022041_T001	7	-	168429143	168434431	Zm00001d022041
Zm00001d022042_T003	7	-	168491795	168494902	Zm00001d022042
Zm00001d022043_T001	7	+	168534601	168539985	Zm00001d022043
Zm00001d022044_T001	7	-	168544321	168548259	Zm00001d022044
Zm00001d022045_T001	7	+	168602463	168612156	Zm00001d022045
Zm00001d022046_T006	7	+	168698268	168724594	Zm00001d022046
Zm00001d022048_T003	7	+	168849927	168860730	Zm00001d022048
Zm00001d022049_T001	7	+	168873297	168877745	Zm00001d022049
Zm00001d022050_T002	7	+	169040421	169044644	Zm00001d022050
Zm00001d022051_T001	7	-	169056359	169057679	Zm00001d022051
Zm00001d022052_T001	7	-	169064293	169065853	Zm00001d022052
Zm00001d022053_T001	7	-	169093141	169094020	Zm00001d022053
Zm00001d022054_T001	7	+	169096157	169100650	Zm00001d022054
Zm00001d022055_T001	7	-	169110496	169110968	Zm00001d022055
Zm00001d022057_T001	7	-	169126924	169127242	Zm00001d022057
Zm00001d022058_T001	7	-	169129112	169141957	Zm00001d022058
Zm00001d022059_T002	7	+	169184825	169187486	Zm00001d022059
Zm00001d022060_T001	7	-	169189623	169191433	Zm00001d022060
Zm00001d022062_T001	7	+	169196760	169197781	Zm00001d022062
Zm00001d022063_T001	7	-	169200830	169201097	Zm00001d022063
Zm00001d022065_T001	7	-	169202865	169205554	Zm00001d022065
Zm00001d022066_T001	7	+	169285573	169288768	Zm00001d022066
Zm00001d022067_T001	7	-	169289767	169291428	Zm00001d022067
Zm00001d022069_T001	7	-	169295746	169298138	Zm00001d022069
Zm00001d022071_T002	7	-	169428758	169434059	Zm00001d022071
Zm00001d022072_T001	7	-	169436692	169442713	Zm00001d022072
Zm00001d022073_T001	7	+	169489043	169492981	Zm00001d022073
Zm00001d022074_T001	7	-	169508574	169508994	Zm00001d022074
Zm00001d022075_T001	7	+	169511916	169513877	Zm00001d022075
Zm00001d022076_T001	7	-	169604388	169605129	Zm00001d022076
Zm00001d022077_T002	7	+	169605803	169611975	Zm00001d022077
Zm00001d022078_T001	7	+	169614565	169616104	Zm00001d022078
Zm00001d022079_T001	7	+	169619485	169621704	Zm00001d022079
Zm00001d022081_T001	7	+	169727901	169730523	Zm00001d022081
Zm00001d022082_T001	7	-	169730584	169732890	Zm00001d022082
Zm00001d022083_T001	7	-	169733648	169737370	Zm00001d022083
Zm00001d022084_T001	7	+	169764943	169765631	Zm00001d022084
Zm00001d022085_T001	7	+	169769392	169772957	Zm00001d022085
Zm00001d022088_T002	7	+	169844060	169849722	Zm00001d022088
Zm00001d022089_T001	7	+	170007603	170007909	Zm00001d022089
Zm00001d022090_T001	7	-	170014768	170015026	Zm00001d022090
Zm00001d022091_T001	7	-	170113143	170114378	Zm00001d022091
Zm00001d022092_T001	7	-	170115655	170116687	Zm00001d022092
Zm00001d022094_T001	7	+	170166868	170168137	Zm00001d022094
Zm00001d022096_T002	7	+	170210481	170214666	Zm00001d022096
Zm00001d022097_T002	7	+	170218051	170229356	Zm00001d022097
Zm00001d022098_T001	7	-	170230458	170235325	Zm00001d022098
Zm00001d022099_T001	7	-	170256889	170257680	Zm00001d022099
Zm00001d022101_T001	7	+	170336651	170337581	Zm00001d022101
Zm00001d022102_T001	7	-	170348044	170350491	Zm00001d022102
Zm00001d022103_T002	7	+	170381589	170386317	Zm00001d022103
Zm00001d022104_T001	7	-	170386653	170389910	Zm00001d022104
Zm00001d022106_T001	7	+	170516124	170519674	Zm00001d022106
Zm00001d022107_T002	7	+	170521937	170524278	Zm00001d022107
Zm00001d022108_T003	7	+	170556082	170562321	Zm00001d022108
Zm00001d022109_T004	7	-	170559869	170564261	Zm00001d022109
Zm00001d022110_T003	7	+	170567005	170573875	Zm00001d022110
Zm00001d022111_T001	7	-	170578901	170582501	Zm00001d022111
Zm00001d022112_T001	7	+	170583692	170584463	Zm00001d022112
Zm00001d022113_T004	7	+	170587311	170596975	Zm00001d022113
Zm00001d022114_T004	7	-	170598248	170604261	Zm00001d022114
Zm00001d022115_T002	7	+	170665002	170671361	Zm00001d022115
Zm00001d022116_T001	7	+	170723711	170725349	Zm00001d022116
Zm00001d022117_T003	7	-	170768140	170770440	Zm00001d022117
Zm00001d022119_T001	7	-	170773794	170776327	Zm00001d022119
Zm00001d022120_T001	7	-	170789167	170791470	Zm00001d022120
Zm00001d022122_T001	7	-	170794873	170798942	Zm00001d022122
Zm00001d022124_T001	7	-	170836043	170836481	Zm00001d022124
Zm00001d022125_T002	7	+	170837923	170846340	Zm00001d022125
Zm00001d022126_T001	7	+	170886331	170890114	Zm00001d022126
Zm00001d022127_T001	7	+	170890828	170891137	Zm00001d022127
Zm00001d022129_T001	7	+	170903502	170905000	Zm00001d022129
Zm00001d022130_T001	7	-	170933211	170933679	Zm00001d022130
Zm00001d022131_T001	7	-	170934337	170939202	Zm00001d022131
Zm00001d022132_T002	7	+	170948335	170957911	Zm00001d022132
Zm00001d022133_T001	7	+	170964174	170965482	Zm00001d022133
Zm00001d022134_T001	7	-	170973756	170976434	Zm00001d022134
Zm00001d022135_T001	7	+	170983243	170984548	Zm00001d022135
Zm00001d022139_T001	7	+	171049644	171052026	Zm00001d022139
Zm00001d022141_T002	7	-	171058764	171061553	Zm00001d022141
Zm00001d022142_T002	7	+	171061546	171066128	Zm00001d022142
Zm00001d022143_T001	7	+	171094068	171102469	Zm00001d022143
Zm00001d022144_T002	7	-	171127549	171132481	Zm00001d022144
Zm00001d022145_T001	7	-	171181138	171181913	Zm00001d022145
Zm00001d022146_T001	7	-	171182748	171183795	Zm00001d022146
Zm00001d022147_T001	7	-	171239854	171242278	Zm00001d022147
Zm00001d022148_T002	7	+	171253895	171257994	Zm00001d022148
Zm00001d022149_T001	7	-	171262363	171268236	Zm00001d022149
Zm00001d022150_T001	7	-	171311640	171312560	Zm00001d022150
Zm00001d022151_T001	7	+	171318377	171319625	Zm00001d022151
Zm00001d022152_T001	7	-	171321713	171327952	Zm00001d022152
Zm00001d022153_T006	7	+	171356510	171370857	Zm00001d022153
Zm00001d022154_T001	7	-	171380458	171381235	Zm00001d022154
Zm00001d022155_T001	7	+	171391091	171396068	Zm00001d022155
Zm00001d022156_T001	7	+	171400067	171401675	Zm00001d022156
Zm00001d022159_T001	7	+	171435934	171439485	Zm00001d022159
Zm00001d022160_T001	7	+	171442294	171444896	Zm00001d022160
Zm00001d022161_T001	7	+	171452422	171456738	Zm00001d022161
Zm00001d022162_T001	7	-	171464531	171465117	Zm00001d022162
Zm00001d022163_T001	7	+	171487409	171488453	Zm00001d022163
Zm00001d022164_T002	7	-	171495211	171498168	Zm00001d022164
Zm00001d022166_T001	7	-	171503607	171509248	Zm00001d022166
Zm00001d022167_T001	7	+	171513539	171514427	Zm00001d022167
Zm00001d022168_T001	7	+	171557932	171559261	Zm00001d022168
Zm00001d022169_T005	7	+	171696590	171711112	Zm00001d022169
Zm00001d022170_T001	7	-	171705975	171708780	Zm00001d022170
Zm00001d022171_T001	7	+	171713844	171715230	Zm00001d022171
Zm00001d022172_T001	7	-	171723149	171727974	Zm00001d022172
Zm00001d022174_T001	7	+	171730967	171733822	Zm00001d022174
Zm00001d022175_T001	7	+	171734662	171736968	Zm00001d022175
Zm00001d022176_T002	7	-	171740660	171751645	Zm00001d022176
Zm00001d022177_T001	7	-	171777142	171777733	Zm00001d022177
Zm00001d022179_T002	7	+	171984108	171989937	Zm00001d022179
Zm00001d022180_T002	7	+	171990565	172003904	Zm00001d022180
Zm00001d022181_T005	7	-	172074890	172079102	Zm00001d022181
Zm00001d022182_T001	7	-	172163385	172170413	Zm00001d022182
Zm00001d022184_T004	7	-	172171085	172182472	Zm00001d022184
Zm00001d022185_T003	7	-	172183193	172190425	Zm00001d022185
Zm00001d022187_T001	7	+	172215586	172217629	Zm00001d022187
Zm00001d022188_T003	7	+	172304416	172308594	Zm00001d022188
Zm00001d022189_T002	7	+	172321423	172327703	Zm00001d022189
Zm00001d022190_T003	7	-	172341213	172344246	Zm00001d022190
Zm00001d022191_T001	7	-	172373895	172374582	Zm00001d022191
Zm00001d022192_T002	7	+	172473929	172477009	Zm00001d022192
Zm00001d022193_T001	7	-	172484958	172489194	Zm00001d022193
Zm00001d022194_T001	7	+	172576702	172579347	Zm00001d022194
Zm00001d022195_T001	7	-	172628412	172629628	Zm00001d022195
Zm00001d022196_T001	7	+	172630770	172631184	Zm00001d022196
Zm00001d022197_T001	7	-	172634515	172634998	Zm00001d022197
Zm00001d022198_T004	7	+	172636383	172650413	Zm00001d022198
Zm00001d022199_T001	7	+	172699831	172707219	Zm00001d022199
Zm00001d022200_T002	7	+	172707319	172710498	Zm00001d022200
Zm00001d022201_T002	7	-	172712659	172717330	Zm00001d022201
Zm00001d022202_T001	7	-	172755382	172761407	Zm00001d022202
Zm00001d022203_T001	7	-	172762377	172763748	Zm00001d022203
Zm00001d022204_T001	7	+	172765026	172766545	Zm00001d022204
Zm00001d022205_T002	7	+	172830737	172840502	Zm00001d022205
Zm00001d022206_T001	7	+	172841223	172852482	Zm00001d022206
Zm00001d022209_T001	7	+	172900965	172906885	Zm00001d022209
Zm00001d022210_T001	7	-	172908846	172909374	Zm00001d022210
Zm00001d022211_T001	7	+	172910369	172911336	Zm00001d022211
Zm00001d022212_T002	7	-	172912596	172915949	Zm00001d022212
Zm00001d022214_T001	7	+	172944360	172945304	Zm00001d022214
Zm00001d022215_T001	7	-	172954929	172956602	Zm00001d022215
Zm00001d022216_T001	7	+	172958665	172961154	Zm00001d022216
Zm00001d022217_T001	7	+	172977242	172979203	Zm00001d022217
Zm00001d022218_T001	7	-	172980429	172982341	Zm00001d022218
Zm00001d022221_T001	7	+	172991977	172994466	Zm00001d022221
Zm00001d022222_T001	7	+	173071560	173073045	Zm00001d022222
Zm00001d022223_T001	7	-	173080092	173081794	Zm00001d022223
Zm00001d022224_T001	7	+	173082832	173084491	Zm00001d022224
Zm00001d022225_T001	7	-	173084483	173087425	Zm00001d022225
Zm00001d022226_T002	7	-	173089454	173092796	Zm00001d022226
Zm00001d022227_T001	7	-	173165810	173167796	Zm00001d022227
Zm00001d022228_T001	7	+	173192812	173193915	Zm00001d022228
Zm00001d022229_T001	7	-	173196556	173197711	Zm00001d022229
Zm00001d022230_T001	7	+	173266203	173271408	Zm00001d022230
Zm00001d022231_T001	7	-	173271291	173287007	Zm00001d022231
Zm00001d022233_T001	7	-	173365922	173367322	Zm00001d022233
Zm00001d022234_T001	7	+	173373974	173374586	Zm00001d022234
Zm00001d022236_T001	7	+	173376166	173378936	Zm00001d022236
Zm00001d022237_T001	7	+	173379233	173381283	Zm00001d022237
Zm00001d022238_T001	7	+	173392121	173395313	Zm00001d022238
Zm00001d022239_T001	7	-	173396698	173401006	Zm00001d022239
Zm00001d022240_T007	7	-	173410424	173421144	Zm00001d022240
Zm00001d022241_T001	7	+	173464336	173466095	Zm00001d022241
Zm00001d022242_T001	7	-	173465853	173473619	Zm00001d022242
Zm00001d022243_T002	7	+	173492466	173495695	Zm00001d022243
Zm00001d022244_T002	7	-	173497177	173503154	Zm00001d022244
Zm00001d022245_T001	7	+	173537171	173539940	Zm00001d022245
Zm00001d022246_T002	7	-	173543860	173547881	Zm00001d022246
Zm00001d022247_T001	7	-	173562437	173564183	Zm00001d022247
Zm00001d022248_T001	7	+	173616921	173617355	Zm00001d022248
Zm00001d022249_T001	7	+	173623002	173623473	Zm00001d022249
Zm00001d022250_T003	7	-	173624341	173626482	Zm00001d022250
Zm00001d022251_T002	7	+	173630339	173633616	Zm00001d022251
Zm00001d022252_T001	7	-	173656308	173658781	Zm00001d022252
Zm00001d022253_T001	7	+	173659697	173660702	Zm00001d022253
Zm00001d022254_T001	7	-	173713828	173715713	Zm00001d022254
Zm00001d022256_T001	7	-	173754098	173755070	Zm00001d022256
Zm00001d022257_T002	7	+	173797179	173799742	Zm00001d022257
Zm00001d022258_T002	7	+	173807743	173812211	Zm00001d022258
Zm00001d022259_T001	7	+	173850975	173853082	Zm00001d022259
Zm00001d022260_T002	7	-	173856055	173858774	Zm00001d022260
Zm00001d022262_T001	7	+	173865213	173867192	Zm00001d022262
Zm00001d022263_T001	7	+	173939300	173941539	Zm00001d022263
Zm00001d022264_T001	7	+	173953536	173954457	Zm00001d022264
Zm00001d022265_T001	7	-	173955792	173957584	Zm00001d022265
Zm00001d022266_T001	7	+	173958883	173960008	Zm00001d022266
Zm00001d022267_T004	7	+	173985599	174005193	Zm00001d022267
Zm00001d022268_T001	7	+	174005445	174016262	Zm00001d022268
Zm00001d022269_T001	7	+	174017620	174023563	Zm00001d022269
Zm00001d022270_T001	7	-	174024219	174025058	Zm00001d022270
Zm00001d022271_T001	7	-	174024397	174025435	Zm00001d022271
Zm00001d022272_T002	7	+	174087848	174091633	Zm00001d022272
Zm00001d022273_T001	7	-	174093795	174099888	Zm00001d022273
Zm00001d022274_T001	7	-	174141064	174144404	Zm00001d022274
Zm00001d022275_T001	7	+	174207484	174211005	Zm00001d022275
Zm00001d022276_T002	7	-	174238858	174259533	Zm00001d022276
Zm00001d022277_T001	7	+	174294635	174296639	Zm00001d022277
Zm00001d022278_T001	7	+	174336202	174337471	Zm00001d022278
Zm00001d022279_T001	7	+	174342433	174343644	Zm00001d022279
Zm00001d022280_T001	7	+	174357831	174359086	Zm00001d022280
Zm00001d022281_T001	7	-	174364089	174365550	Zm00001d022281
Zm00001d022282_T001	7	+	174371832	174373313	Zm00001d022282
Zm00001d022283_T001	7	+	174421502	174422768	Zm00001d022283
Zm00001d022284_T001	7	-	174454004	174455529	Zm00001d022284
Zm00001d022286_T003	7	-	174472990	174481994	Zm00001d022286
Zm00001d022289_T001	7	-	174559299	174560747	Zm00001d022289
Zm00001d022290_T001	7	-	174596757	174598577	Zm00001d022290
Zm00001d022291_T001	7	+	174602469	174605524	Zm00001d022291
Zm00001d022294_T002	7	+	174690083	174697253	Zm00001d022294
Zm00001d022295_T001	7	-	174697652	174700664	Zm00001d022295
Zm00001d022296_T001	7	-	174714035	174715803	Zm00001d022296
Zm00001d022297_T001	7	-	174720312	174721162	Zm00001d022297
Zm00001d022300_T001	7	-	174754326	174755056	Zm00001d022300
Zm00001d022301_T001	7	+	174759533	174762931	Zm00001d022301
Zm00001d022302_T001	7	+	174780747	174784557	Zm00001d022302
Zm00001d022303_T002	7	-	174794632	174796900	Zm00001d022303
Zm00001d022305_T002	7	-	174827717	174833760	Zm00001d022305
Zm00001d022306_T002	7	-	174841494	174845474	Zm00001d022306
Zm00001d022307_T002	7	+	174845531	174847522	Zm00001d022307
Zm00001d022308_T003	7	-	174900026	174904295	Zm00001d022308
Zm00001d022309_T002	7	+	174905362	174907558	Zm00001d022309
Zm00001d022310_T001	7	-	174908039	174914812	Zm00001d022310
Zm00001d022311_T001	7	-	174916715	174917428	Zm00001d022311
Zm00001d022312_T001	7	-	174935397	174949167	Zm00001d022312
Zm00001d022313_T001	7	+	174972192	174977307	Zm00001d022313
Zm00001d022314_T001	7	-	175011110	175013805	Zm00001d022314
Zm00001d022315_T001	7	+	175019666	175024752	Zm00001d022315
Zm00001d022316_T001	7	+	175113239	175117402	Zm00001d022316
Zm00001d022317_T001	7	+	175164977	175166033	Zm00001d022317
Zm00001d022318_T001	7	-	175222961	175225175	Zm00001d022318
Zm00001d022319_T001	7	+	175224854	175225250	Zm00001d022319
Zm00001d022320_T001	7	+	175339918	175340989	Zm00001d022320
Zm00001d022321_T002	7	-	175371150	175375710	Zm00001d022321
Zm00001d022322_T001	7	+	175409794	175411986	Zm00001d022322
Zm00001d022323_T001	7	+	175448327	175449359	Zm00001d022323
Zm00001d022324_T001	7	-	175460207	175464217	Zm00001d022324
Zm00001d022326_T001	7	-	175514898	175515924	Zm00001d022326
Zm00001d022327_T001	7	-	175527740	175528814	Zm00001d022327
Zm00001d022329_T001	7	-	175558402	175559177	Zm00001d022329
Zm00001d022330_T002	7	-	175560513	175565324	Zm00001d022330
Zm00001d022331_T001	7	+	175562292	175562919	Zm00001d022331
Zm00001d022332_T001	7	-	175618084	175622494	Zm00001d022332
Zm00001d022333_T001	7	+	175622601	175625764	Zm00001d022333
Zm00001d022334_T001	7	+	175626696	175629986	Zm00001d022334
Zm00001d022335_T002	7	-	175629773	175635353	Zm00001d022335
Zm00001d022337_T001	7	+	175701773	175703113	Zm00001d022337
Zm00001d022338_T002	7	-	175705900	175727169	Zm00001d022338
Zm00001d022339_T001	7	+	175733692	175735829	Zm00001d022339
Zm00001d022340_T001	7	-	175736547	175740622	Zm00001d022340
Zm00001d022341_T001	7	+	175842147	175845738	Zm00001d022341
Zm00001d022342_T001	7	-	175846506	175850538	Zm00001d022342
Zm00001d022343_T006	7	+	175901143	175916090	Zm00001d022343
Zm00001d022344_T001	7	+	175926753	175931687	Zm00001d022344
Zm00001d022346_T001	7	+	175939337	175970884	Zm00001d022346
Zm00001d022347_T001	7	-	175951627	175974505	Zm00001d022347
Zm00001d022349_T001	7	+	175991153	175992245	Zm00001d022349
Zm00001d022350_T001	7	+	175994983	176000083	Zm00001d022350
Zm00001d022351_T001	7	-	176000544	176003398	Zm00001d022351
Zm00001d022352_T001	7	-	176050451	176065009	Zm00001d022352
Zm00001d022353_T001	7	+	176066382	176067741	Zm00001d022353
Zm00001d022354_T001	7	+	176069147	176071128	Zm00001d022354
Zm00001d022355_T001	7	-	176071837	176074431	Zm00001d022355
Zm00001d022356_T003	7	+	176089102	176096027	Zm00001d022356
Zm00001d022357_T002	7	-	176097643	176107467	Zm00001d022357
Zm00001d022360_T002	7	+	176107592	176114527	Zm00001d022360
Zm00001d022361_T001	7	-	176116143	176117891	Zm00001d022361
Zm00001d022364_T002	7	-	176149977	176160500	Zm00001d022364
Zm00001d022366_T001	7	-	176169912	176179943	Zm00001d022366
Zm00001d022367_T002	7	+	176185595	176188604	Zm00001d022367
Zm00001d022368_T001	7	-	176188739	176190494	Zm00001d022368
Zm00001d022369_T001	7	+	176239135	176241970	Zm00001d022369
Zm00001d022371_T001	7	+	176262383	176263895	Zm00001d022371
Zm00001d022372_T001	7	+	176267945	176268766	Zm00001d022372
Zm00001d022373_T001	7	+	176271864	176275050	Zm00001d022373
Zm00001d022374_T001	7	-	176275328	176278440	Zm00001d022374
Zm00001d022376_T001	7	-	176289922	176290983	Zm00001d022376
Zm00001d022378_T005	7	+	176432892	176444002	Zm00001d022378
Zm00001d022379_T001	7	-	176452343	176452846	Zm00001d022379
Zm00001d022380_T001	7	+	176458893	176460507	Zm00001d022380
Zm00001d022381_T006	7	+	176461864	176485392	Zm00001d022381
Zm00001d022382_T001	7	+	176507144	176508095	Zm00001d022382
Zm00001d022383_T002	7	+	176510772	176513774	Zm00001d022383
Zm00001d022384_T002	7	-	176522351	176525437	Zm00001d022384
Zm00001d022385_T001	7	-	176527645	176529506	Zm00001d022385
Zm00001d022386_T001	7	-	176531870	176537425	Zm00001d022386
Zm00001d022387_T006	7	+	176575778	176586783	Zm00001d022387
Zm00001d022388_T005	7	-	176589185	176606869	Zm00001d022388
Zm00001d022390_T001	7	+	176616852	176618205	Zm00001d022390
Zm00001d022391_T001	7	-	176623218	176628016	Zm00001d022391
Zm00001d022392_T001	7	+	176658709	176659045	Zm00001d022392
Zm00001d022393_T001	7	-	176666168	176668600	Zm00001d022393
Zm00001d022394_T002	7	+	176671689	176674778	Zm00001d022394
Zm00001d022395_T001	7	-	176675146	176679923	Zm00001d022395
Zm00001d022396_T003	7	-	176688274	176696366	Zm00001d022396
Zm00001d022397_T001	7	-	176800202	176805912	Zm00001d022397
Zm00001d022399_T001	7	-	176809223	176814494	Zm00001d022399
Zm00001d022400_T005	7	+	176814306	176818536	Zm00001d022400
Zm00001d022401_T001	7	+	176819816	176824124	Zm00001d022401
Zm00001d022403_T001	7	-	176841473	176842085	Zm00001d022403
Zm00001d022404_T001	7	+	176846088	176861538	Zm00001d022404
Zm00001d022405_T007	7	-	176865420	176884466	Zm00001d022405
Zm00001d022406_T002	7	+	176977357	176982506	Zm00001d022406
Zm00001d022407_T003	7	-	176983782	176992703	Zm00001d022407
Zm00001d022414_T001	7	+	177124432	177130239	Zm00001d022414
Zm00001d022415_T001	7	+	177131071	177131503	Zm00001d022415
Zm00001d022416_T001	7	-	177131086	177131428	Zm00001d022416
Zm00001d022417_T002	7	-	177212839	177223260	Zm00001d022417
Zm00001d022418_T001	7	-	177225974	177231386	Zm00001d022418
Zm00001d022419_T001	7	-	177232354	177237085	Zm00001d022419
Zm00001d022420_T001	7	-	177288786	177289404	Zm00001d022420
Zm00001d022421_T002	7	-	177324034	177325793	Zm00001d022421
Zm00001d022422_T002	7	-	177331561	177335273	Zm00001d022422
Zm00001d022423_T002	7	-	177355084	177359741	Zm00001d022423
Zm00001d022424_T001	7	+	177373960	177376027	Zm00001d022424
Zm00001d022425_T002	7	-	177408002	177412319	Zm00001d022425
Zm00001d022427_T001	7	+	177449433	177453594	Zm00001d022427
Zm00001d022428_T001	7	-	177456152	177465116	Zm00001d022428
Zm00001d022429_T003	7	-	177465474	177491074	Zm00001d022429
Zm00001d022430_T001	7	-	177582453	177583056	Zm00001d022430
